AreaColumns,Timecolumns,dataValue,stfips,areatype,area,maparea,areaname,Stateabbrv,seriescode,seriestitle,adjusted,CURempces,CURempprodwrk,CURempfemale,CURhours,CURearnings,CURhourearn,CURhoursallwrkr,CURearningsallwrkr,CURhourearnallwrkr,CURsupprecord,CURsupphe,CURsupppw,CURsuppfem,CURsuppheallwrkr,CURprelim,PYempces,PYempprodwrk,PYempfemale,PYhours,PYearnings,PYhourearn,PYhoursallwrkr,PYearningsallwrkr,PYhourearnallwrkr,PYsupprecord,PYsupphe,PYsupppw,PYsuppfem,PYsuppheallwrkr,PYprelim,PMempces,PMempprodwrk,PMempfemale,PMhours,PMearnings,PMhourearn,PMhoursallwrkr,PMearningsallwrkr,PMhourearnallwrkr,PMsupprecord,PMsupphe,PMsupppw,PMsuppfem,PMsuppheallwrkr,PMprelim,CURperiodyear,CURperiodtype,CURperiod,PMperiodyear,PMperiodtype,PMperiod,PYperiodyear,PYperiodtype,PYperiod,Timeperiod,PriorMonthTimeperiod,PriorYearTimeperiod,MonthSpanTimeperiod,YearSpanTimeperiod,Fullperiod,Sortperiod,Rank,MonthEmploymentChangeAll,YearEmploymentChangeAll,MonthEmploymentChangeProd,YearEmploymentChangeProd,SeriesLevel,ChildPrefix,HasChildren,ParentCode,Preliminary,PriorMonthPreliminary,PriorYearPreliminary,seriesselection
,,,00,00,000000,0000000000,United States,US,10212320,"Sand, gravel, clay, and refractory mining",0,38600,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,39700,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,40100,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,1,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,44,-1500,-1100,0,0,5,1021232,True,10212300,No,Yes,No,"Sand, gravel, clay, and refractory mining:10212320"
,,,00,00,000000,0000000000,United States,US,10212321,Construction sand and gravel mining,0,28100,0,4000,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,27500,0,4100,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,30200,0,4100,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,1,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,45,-2100,600,0,0,6,,False,10212320,No,Yes,No,Construction sand and gravel mining:10212321
,,,00,00,000000,0000000000,United States,US,10212390,Other nonmetallic mineral mining,0,11900,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,12200,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,11900,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,1,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,46,0,-300,0,0,5,1021239,False,10212300,No,Yes,No,Other nonmetallic mineral mining:10212390
,,,00,00,000000,0000000000,United States,US,10213000,Support activities for mining,0,239800,176500,25900,49.4,1504.72,30.46,48.2,1560.72,32.38,0,0,0,0,0,0,310800,232100,34100,46.3,1378.81,29.78,46.5,1473.59,31.69,0,0,0,0,0,0,234900,171400,26100,49.6,1473.62,29.71,48.2,1533.72,31.82,0,0,0,0,0,1,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,47,4900,-71000,5100,-55600,3,10213,True,10210000,No,Yes,No,Support activities for mining:10213000
,,,00,00,000000,0000000000,United States,US,10213112,Support activities for oil and gas operations,0,183300,135900,19900,48.6,1486.19,30.58,48.4,1530.41,31.62,0,0,0,0,0,0,246600,185000,26900,46.6,1378.43,29.58,47.6,1461.32,30.70,0,0,0,0,0,0,180700,132200,19800,48.4,1437.48,29.70,48.1,1482.44,30.82,0,0,0,0,0,1,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,48,2600,-63300,3700,-49100,4,,False,10213000,No,Yes,No,Support activities for oil and gas operations:10213112
,,,35,21,010740,3521010740,Albuquerque MSA,NM,15000000,Natural resources and mining and construction,0,25500,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,0,24800,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,0,25400,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,0,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,49,100,700,s;,s;,1,15,False,00000000,No,No,No,Natural resources and mining and construction:15000000
,,,35,01,000000,3501000000,New Mexico,NM,15000000,Natural resources and mining and construction,0,64000,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,0,75800,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,0,63700,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,0,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,50,300,-11800,s;,s;,1,15,False,00000000,No,No,No,Natural resources and mining and construction:15000000
,,,35,21,042140,3521042140,Santa Fe MSA,NM,15000000,Natural resources and mining and construction,0,3000,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,0,3000,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,0,3000,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,0,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,51,0,0,s;,s;,1,15,False,00000000,No,No,No,Natural resources and mining and construction:15000000
,,,35,21,029740,3521029740,Las Cruces MSA,NM,15000000,Natural resources and mining and construction,0,3600,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,0,3900,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,0,3500,s;,s;,s;,s;,s;,s;,s;,s;,0,1,1,1,1,0,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,52,100,-300,s;,s;,1,15,False,00000000,No,No,No,Natural resources and mining and construction:15000000
,,,00,00,000000,0000000000,United States,US,20000000,Construction,0,7067000,5185000,967000,39.2,1156.01,29.49,38.6,1242.92,32.20,0,0,0,0,0,0,7243000,5330000,965000,38.8,1114.34,28.72,38.4,1198.08,31.20,0,0,0,0,0,0,7305000,5397000,980000,39.8,1183.25,29.73,39.2,1264.59,32.26,0,0,0,0,0,1,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,53,-238000,-176000,-212000,-145000,1,2,True,00000000,No,Yes,No,Construction:20000000
,,,35,01,000000,3501000000,New Mexico,NM,20000000,Construction,0,47100,s;,s;,s;,s;,s;,37.9,927.79,24.48,0,1,1,1,0,0,50800,s;,s;,s;,s;,s;,38.3,965.54,25.21,0,1,1,1,0,0,47300,s;,s;,s;,s;,s;,40.2,1026.71,25.54,0,1,1,1,0,0,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,54,-200,-3700,s;,s;,1,2,True,00000000,No,No,No,Construction:20000000
,,,00,00,000000,0000000000,United States,US,20236000,Construction of buildings,0,1623200,1045800,301400,38.6,1141.40,29.57,38.3,1332.46,34.79,0,0,0,0,0,0,1634400,1042200,301400,38.1,1085.85,28.50,37.8,1260.25,33.34,0,0,0,0,0,0,1650300,1063700,305500,39.2,1160.71,29.61,38.6,1341.35,34.75,0,0,0,0,0,1,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,55,-27100,-11200,-17900,3600,2,20236,True,20000000,No,Yes,No,Construction of buildings:20236000
,,,00,00,000000,0000000000,United States,US,20236100,Residential building,0,833600,540400,181400,36.3,982.64,27.07,36.3,1168.13,32.18,0,0,0,0,0,0,805900,517800,173500,36.1,932.46,25.83,35.8,1093.33,30.54,0,0,0,0,0,0,845700,547100,183900,36.9,994.82,26.96,36.5,1174.94,32.19,0,0,0,0,0,1,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,56,-12100,27700,-6700,22600,3,202361,True,20236000,No,Yes,No,Residential building:20236100
,,,00,00,000000,0000000000,United States,US,20236115,New single-family general contractors,0,367500,239400,82300,36.1,973.98,26.98,35.9,1179.67,32.86,0,0,0,0,0,0,355100,225700,79400,35.4,947.66,26.77,35.4,1116.87,31.55,0,0,0,0,0,0,373700,243400,83400,36.2,972.69,26.87,36.2,1180.48,32.61,0,0,0,0,0,1,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,57,-6200,12400,-4000,13700,4,,False,20236100,No,Yes,No,New single-family general contractors:20236115
,,,00,00,000000,0000000000,United States,US,20236116,New multifamily general contractors,0,39700,0,10200,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,36200,0,10200,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,41000,0,10700,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,1,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,58,-1300,3500,0,0,4,,False,20236100,No,Yes,No,New multifamily general contractors:20236116
,,,00,00,000000,0000000000,United States,US,20236117,New housing operative builders,0,49700,0,16400,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,46700,0,15600,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,50800,0,16500,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,1,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,59,-1100,3000,0,0,4,,False,20236100,No,Yes,No,New housing operative builders:20236117
,,,00,00,000000,0000000000,United States,US,20236118,Residential remodelers,0,376700,255300,72500,36.4,933.66,25.65,36.0,1047.96,29.11,0,0,0,0,0,0,367900,249300,68300,36.2,865.54,23.91,35.7,974.61,27.30,0,0,0,0,0,0,380200,257800,73300,37.5,964.50,25.72,36.4,1063.24,29.21,0,0,0,0,0,1,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,60,-3500,8800,-2500,6000,4,,False,20236100,No,Yes,No,Residential remodelers:20236118
,,,00,00,000000,0000000000,United States,US,20236200,Nonresidential building,0,789600,505400,120000,41.1,1312.32,31.93,40.5,1509.03,37.26,0,0,0,0,0,0,828500,524400,127900,40.0,1235.60,30.89,39.8,1424.04,35.78,0,0,0,0,0,0,804600,516600,121600,41.5,1332.57,32.11,40.8,1516.13,37.16,0,0,0,0,0,1,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,61,-15000,-38900,-11200,-19000,3,202362,True,20236000,No,Yes,No,Nonresidential building:20236200
,,,00,00,000000,0000000000,United States,US,20236210,Industrial building,0,139600,100800,17200,48.8,1637.73,33.56,44.8,1635.65,36.51,0,0,0,0,0,0,154600,109900,19300,42.4,1338.57,31.57,42.5,1484.53,34.93,0,0,0,0,0,0,145000,104400,17500,46.2,1538.46,33.30,44.2,1611.09,36.45,0,0,0,0,0,1,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,62,-5400,-15000,-3600,-9100,4,2023621,False,20236200,No,Yes,No,Industrial building:20236210
,,,00,00,000000,0000000000,United States,US,20236220,Commercial building,0,650000,404600,102800,39.2,1232.06,31.43,39.6,1482.62,37.44,0,0,0,0,0,0,673900,414500,108600,39.4,1209.19,30.69,39.2,1410.81,35.99,0,0,0,0,0,0,659600,412200,104100,40.3,1279.93,31.76,40.1,1496.93,37.33,0,0,0,0,0,1,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,63,-9600,-23900,-7600,-9900,4,2023622,False,20236200,No,Yes,No,Commercial building:20236220
,,,00,00,000000,0000000000,United States,US,20237000,Heavy and civil engineering construction,0,946800,730200,101900,41.4,1249.87,30.19,41.3,1370.75,33.19,0,0,0,0,0,0,1002100,780400,110400,42.8,1292.56,30.20,42.1,1370.78,32.56,0,0,0,0,0,0,1007000,785300,104400,42.6,1294.61,30.39,42.5,1411.00,33.20,0,0,0,0,0,1,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,64,-60200,-55300,-55100,-50200,2,20237,True,20000000,No,Yes,No,Heavy and civil engineering construction:20237000
,,,00,00,000000,0000000000,United States,US,20237100,Utility system construction,0,506300,400300,49100,41.2,1245.06,30.22,41.8,1355.99,32.44,0,0,0,0,0,0,551700,444700,53800,43.5,1341.98,30.85,43.1,1399.03,32.46,0,0,0,0,0,0,527300,421800,49600,41.9,1266.64,30.23,43.0,1395.78,32.46,0,0,0,0,0,1,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,65,-21000,-45400,-21500,-44400,3,202371,True,20237000,No,Yes,No,Utility system construction:20237100
,,,00,00,000000,0000000000,United States,US,20237110,Water and sewer system construction,0,178200,137500,18200,40.6,1168.06,28.77,41.0,1299.29,31.69,0,0,0,0,0,0,184200,145300,18300,39.7,1070.31,26.96,39.0,1161.42,29.78,0,0,0,0,0,0,185100,144500,18300,41.1,1193.54,29.04,41.7,1325.64,31.79,0,0,0,0,0,1,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,66,-6900,-6000,-7000,-7800,4,2023711,False,20237100,No,Yes,No,Water and sewer system construction:20237110
,,,00,00,000000,0000000000,United States,US,20237120,Oil and gas pipeline construction,0,125200,102000,11900,44.1,1268.32,28.76,45.4,1455.07,32.05,0,0,0,0,0,0,159700,134300,15000,46.2,1381.84,29.91,46.8,1447.52,30.93,0,0,0,0,0,0,130600,107500,11600,44.1,1272.73,28.86,46.7,1485.53,31.81,0,0,0,0,0,1,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,67,-5400,-34500,-5500,-32300,4,2023712,False,20237100,No,Yes,No,Oil and gas pipeline construction:20237120
,,,00,00,000000,0000000000,United States,US,20237130,Power and communication system construction,0,202900,160800,19000,39.8,1294.30,32.52,40.2,1341.88,33.38,0,0,0,0,0,0,207800,165100,20500,44.7,1550.20,34.68,44.0,1575.64,35.81,0,0,0,0,0,0,211600,169800,19700,41.1,1322.19,32.17,41.9,1403.23,33.49,0,0,0,0,0,1,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,68,-8700,-4900,-9000,-4300,4,2023713,False,20237100,No,Yes,No,Power and communication system construction:20237130
,,,00,00,000000,0000000000,United States,US,20237200,Land subdivision,0,31600,0,12500,0.0,0.00,0.00,34.1,1557.69,45.68,0,0,0,0,0,0,37300,0,14200,0.0,0.00,0.00,35.5,1427.81,40.22,0,0,0,0,0,0,32400,0,12400,0.0,0.00,0.00,35.1,1559.49,44.43,0,0,0,0,0,1,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,69,-800,-5700,0,0,3,202372,False,20237000,No,Yes,No,Land subdivision:20237200
,,,00,00,000000,0000000000,United States,US,20237300,"Highway, street, and bridge construction",0,283800,218000,28500,41.8,1242.71,29.73,41.3,1364.55,33.04,0,0,0,0,0,0,294800,228500,28600,42.1,1186.38,28.18,41.2,1298.21,31.51,0,0,0,0,0,0,319400,250400,30500,43.6,1324.57,30.38,42.6,1414.75,33.21,0,0,0,0,0,1,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,70,-35600,-11000,-32400,-10500,3,202373,False,20237000,No,Yes,No,"Highway, street, and bridge construction:20237300"
,,,00,00,000000,0000000000,United States,US,20237900,Other heavy construction,0,125100,0,11800,0.0,0.00,0.00,41.5,1411.83,34.02,0,0,0,0,0,0,118300,0,13800,0.0,0.00,0.00,41.7,1401.54,33.61,0,0,0,0,0,0,127900,0,11900,0.0,0.00,0.00,41.8,1419.53,33.96,0,0,0,0,0,1,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,71,-2800,6800,0,0,3,202379,False,20237000,No,Yes,No,Other heavy construction:20237900
,,,00,00,000000,0000000000,United States,US,20238000,Specialty trade contractors,0,4496800,3408700,563300,38.8,1136.84,29.30,38.1,1182.24,31.03,0,0,0,0,0,0,4606200,3507800,553100,38.2,1085.26,28.41,37.8,1138.16,30.11,0,0,0,0,0,0,4647200,3547900,570100,39.4,1166.63,29.61,38.7,1205.51,31.15,0,0,0,0,0,1,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,72,-150400,-109400,-139200,-99100,2,20238,True,20000000,No,Yes,No,Specialty trade contractors:20238000
,,,00,00,000000,0000000000,United States,US,20238001,Residential specialty trade contractors,0,2066100,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2034400,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2125800,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,1,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,73,-59700,31700,0,0,3,,False,20238000,No,Yes,No,Residential specialty trade contractors:20238001
,,,00,00,000000,0000000000,United States,US,20238002,Nonresidential specialty trade contractors,0,2430700,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2571800,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2521400,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,1,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,74,-90700,-141100,0,0,3,,False,20238000,No,Yes,No,Nonresidential specialty trade contractors:20238002
,,,00,00,000000,0000000000,United States,US,20238100,Building foundation and exterior contractors,0,860900,676000,88300,37.8,1040.26,27.52,37.9,1135.11,29.95,0,0,0,0,0,0,896600,713300,88400,36.6,986.37,26.95,36.3,1064.32,29.32,0,0,0,0,0,0,908100,722000,88600,38.2,1068.45,27.97,38.3,1139.04,29.74,0,0,0,0,0,1,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,75,-47200,-35700,-46000,-37300,3,202381,True,20238000,No,Yes,No,Building foundation and exterior contractors:20238100
,,,00,00,000000,0000000000,United States,US,20238101,Residential building foundation and exterior contractors,0,414000,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,419800,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,434300,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,1,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,76,-20300,-5800,0,0,4,,False,20238100,No,Yes,No,Residential building foundation and exterior contractors:20238101
,,,00,00,000000,0000000000,United States,US,20238102,Nonresidential specialty trade contractors,0,446900,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,476800,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,473800,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,1,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,77,-26900,-29900,0,0,4,,False,20238100,No,Yes,No,Nonresidential specialty trade contractors:20238102
,,,00,00,000000,0000000000,United States,US,20238110,Poured concrete structure contractors,0,211900,178300,17000,40.2,1156.55,28.77,40.0,1166.00,29.15,0,0,0,0,0,0,224700,190600,16400,38.2,1072.66,28.08,37.8,1092.42,28.90,0,0,0,0,0,0,229600,197000,17100,40.6,1177.40,29.00,40.7,1192.10,29.29,0,0,0,0,0,1,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,78,-17700,-12800,-18700,-12300,4,2023811,False,20238100,No,Yes,No,Poured concrete structure contractors:20238110
,,,00,00,000000,0000000000,United States,US,20238120,Steel and precast concrete contractors,0,77100,61000,6900,37.3,1126.83,30.21,38.1,1226.82,32.20,0,0,0,0,0,0,88800,73300,7300,38.9,1182.95,30.41,39.0,1247.61,31.99,0,0,0,0,0,0,76900,61800,6900,37.9,1162.01,30.66,38.6,1232.88,31.94,0,0,0,0,0,1,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,79,200,-11700,-800,-12300,4,2023812,False,20238100,No,Yes,No,Steel and precast concrete contractors:20238120
,,,00,00,000000,0000000000,United States,US,20238130,Framing contractors,0,88200,75600,7400,35.3,958.04,27.14,34.2,1005.82,29.41,0,0,0,0,0,0,82100,69400,7700,33.8,870.35,25.75,32.3,885.67,27.42,0,0,0,0,0,0,88600,75000,7900,35.2,925.76,26.30,34.1,955.14,28.01,0,0,0,0,0,1,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,80,-400,6100,600,6200,4,2023813,False,20238100,No,Yes,No,Framing contractors:20238130
,,,00,00,000000,0000000000,United States,US,20238140,Masonry contractors,0,126100,104200,9800,36.4,999.18,27.45,37.1,1083.32,29.20,0,0,0,0,0,0,139200,116300,9700,34.4,919.17,26.72,34.0,976.48,28.72,0,0,0,0,0,0,138500,115800,9900,36.6,1022.60,27.94,36.6,1076.77,29.42,0,0,0,0,0,1,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,81,-12400,-13100,-11600,-12100,4,2023814,False,20238100,No,Yes,No,Masonry contractors:20238140
,,,00,00,000000,0000000000,United States,US,20238150,Glass and glazing contractors,0,70700,50200,8900,38.5,1070.69,27.81,38.4,1198.46,31.21,0,0,0,0,0,0,74700,52200,9800,38.3,1055.17,27.55,38.6,1163.02,30.13,0,0,0,0,0,0,72100,51500,9000,38.4,1046.40,27.25,38.6,1138.70,29.50,0,0,0,0,0,1,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,82,-1400,-4000,-1300,-2000,4,2023815,False,20238100,No,Yes,No,Glass and glazing contractors:20238150
,,,00,00,000000,0000000000,United States,US,20238160,Roofing contractors,0,199000,143000,27500,36.7,957.50,26.09,37.5,1155.38,30.81,0,0,0,0,0,0,204400,148600,26600,35.2,890.56,25.30,35.8,1058.25,29.56,0,0,0,0,0,0,214300,156900,27200,37.1,1027.30,27.69,37.9,1167.32,30.80,0,0,0,0,0,1,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,83,-15300,-5400,-13900,-5600,4,2023816,False,20238100,No,Yes,No,Roofing contractors:20238160
,,,00,00,000000,0000000000,United States,US,20238170,Siding contractors,0,39500,27700,5600,36.9,894.83,24.25,35.8,1018.15,28.44,0,0,0,0,0,0,37600,26900,5400,36.9,869.36,23.56,35.6,1015.31,28.52,0,0,0,0,0,0,41600,29700,5900,37.2,932.60,25.07,36.0,1028.16,28.56,0,0,0,0,0,1,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,84,-2100,1900,-2000,800,4,2023817,False,20238100,No,Yes,No,Siding contractors:20238170
,,,00,00,000000,0000000000,United States,US,20238190,Other building exterior contractors,0,48400,36000,5200,40.4,1016.46,25.16,40.4,1160.69,28.73,0,0,0,0,0,0,45100,36000,5500,39.6,971.39,24.53,37.0,1064.86,28.78,0,0,0,0,0,0,46500,34300,4700,42.0,1065.96,25.38,42.7,1234.46,28.91,0,0,0,0,0,1,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,85,1900,3300,1700,0,4,2023819,False,20238100,No,Yes,No,Other building exterior contractors:20238190
,,,00,00,000000,0000000000,United States,US,20238200,Building equipment contractors,0,2232100,1665000,287800,39.7,1248.96,31.46,38.7,1268.20,32.77,0,0,0,0,0,0,2255700,1680800,282600,39.4,1195.79,30.35,38.7,1222.53,31.59,0,0,0,0,0,0,2263000,1689900,290700,40.2,1277.56,31.78,39.1,1291.86,33.04,0,0,0,0,0,1,2021,03,01,2020,03,12,2020,03,01,"January, 2021","December, 2020","January, 2020","December, 2020 - January, 2021","January, 2020 - January, 2021",20210301,03202101,86,-30900,-23600,-24900,-15800,3,202382,True,20238000,No,Yes,No,Building equipment contractors:20238200
